lncRNA,Drug,DrugBank_ID
RP11-1023L17.1,Panobinostat,DB06603
RP11-1024P17.1,Dexamethasone,DB01234
RP11-1026M7.3,Panobinostat,DB06603
RP11-102F4.3,Panobinostat,DB06603
RP11-1035H13.2,Panobinostat,DB06603
RP11-1038A11.3,Panobinostat,DB06603
RP11-103H7.1,Panobinostat,DB06603
RP11-103H7.2,Panobinostat,DB06603
RP11-1049H7.1,Panobinostat,DB06603
RP11-104H15.8,Panobinostat,DB06603
RP11-104H15.9,Panobinostat,DB06603
RP11-104N10.2,Oxaliplatin,DB00526
RP11-1055B8.3,Panobinostat,DB06603
RP11-1055B8.4,Panobinostat,DB06603
RP11-1069G10.2,Dexamethasone,DB01234
RP11-1069G10.2,Beta-Elemene,
RP11-1079K10.5,Panobinostat,DB06603
RP11-107C16.2,Panobinostat,DB06603
RP11-107I14.4,Panobinostat,DB06603
RP11-107I14.5,Panobinostat,DB06603
RP11-1082L8.4,Panobinostat,DB06603
RP11-1084E5.1,Dexamethasone,DB01234
RP11-1085N6.5,Panobinostat,DB06603
RP11-108K3.1,Panobinostat,DB06603
RP11-108K3.2,Panobinostat,DB06603
RP11-108M9.3,Panobinostat,DB06603
RP11-108M9.3,Cisplatin,DB00515
RP11-108M9.4,Panobinostat,DB06603
RP11-108O10.2,Panobinostat,DB06603
RP11-109A6.4,Panobinostat,DB06603
RP11-109D20.1,Panobinostat,DB06603
RP11-109D20.2,Panobinostat,DB06603
RP11-109D9.3,Pravastatin,DB00175
RP11-109G23.3,Panobinostat,DB06603
RP11-10A14.3,Panobinostat,DB06603
RP11-10J18.3,Pravastatin,DB00175
RP11-10J21.4,Panobinostat,DB06603
RP11-10K16.1,Panobinostat,DB06603
RP11-10O17.1,Panobinostat,DB06603
RP11-10O17.2,Panobinostat,DB06603
RP11-10O22.1,Panobinostat,DB06603
RP11-1101H11.1,Panobinostat,DB06603
RP11-1103G16.1,Panobinostat,DB06603
RP11-1109M24.16,Panobinostat,DB06603
RP11-110G21.1,Panobinostat,DB06603
RP11-110I1.11,Panobinostat,DB06603
RP11-111F5.5,Panobinostat,DB06603
RP11-111J6.2,Panobinostat,DB06603
RP11-112J1.2,Panobinostat,DB06603
RP11-112J3.16,Panobinostat,DB06603
RP11-112L6.2,Panobinostat,DB06603
RP11-112L6.3,Dexamethasone,DB01234
RP11-1136G11.8,Panobinostat,DB06603
RP11-113C12.3,Panobinostat,DB06603
RP11-1143G9.4,Panobinostat,DB06603
RP11-1148L6.8,Oxaliplatin,DB00526
RP11-1149M10.2,Panobinostat,DB06603
RP11-1149O23.3,Panobinostat,DB06603
RP11-1149O23.4,Panobinostat,DB06603
RP11-114G1.2,Panobinostat,DB06603
RP11-114H23.1,Panobinostat,DB06603
RP11-114H23.1,Oxaliplatin,DB00526
RP11-114H24.2,Panobinostat,DB06603
RP11-114H24.4,Panobinostat,DB06603
RP11-114M1.2,Panobinostat,DB06603
RP11-115D19.1,Panobinostat,DB06603
RP11-115H15.2,Panobinostat,DB06603
RP11-115J16.1,Panobinostat,DB06603
RP11-115J16.2,Panobinostat,DB06603
RP11-115J16.2,Panobinostat,DB06603
RP11-115N4.1,Panobinostat,DB06603
RP11-117D22.2,Panobinostat,DB06603
RP11-117L5.4,Panobinostat,DB06603
RP11-118G23.2,Pravastatin,DB00175
RP11-118K6.2,Panobinostat,DB06603
RP11-1191J2.2,Panobinostat,DB06603
RP11-119D9.1,Panobinostat,DB06603
RP11-119F7.5,Panobinostat,DB06603
RP11-119J18.1,Panobinostat,DB06603
RP11-119K6.6,Panobinostat,DB06603
RP11-11N9.4,Panobinostat,DB06603
RP11-120D5.1,Oxaliplatin,DB00526
RP11-121G22.3,Panobinostat,DB06603
RP11-1223D19.1,Pravastatin,DB00175
RP11-122C21.1,Panobinostat,DB06603
RP11-122C5.1,Panobinostat,DB06603
RP11-122M14.1,Panobinostat,DB06603
RP11-123B3.2,Dexamethasone,DB01234
RP11-123G5.1,Panobinostat,DB06603
RP11-123K19.2,Panobinostat,DB06603
RP11-1246C19.1,Dexamethasone,DB01234
RP11-124A7.2,Panobinostat,DB06603
RP11-124G5.3,Panobinostat,DB06603
RP11-124N14.4,Panobinostat,DB06603
RP11-124O11.1,Panobinostat,DB06603
RP11-1258F18.1,Panobinostat,DB06603
RP11-125B21.2,Panobinostat,DB06603
RP11-125D12.2,Panobinostat,DB06603
RP11-125O18.1,Panobinostat,DB06603
RP11-1260E13.2,Panobinostat,DB06603
RP11-126K1.6,Panobinostat,DB06603
RP11-1277A3.3,Dexamethasone,DB01234
RP11-127B16.1,Panobinostat,DB06603
RP11-127L20.6,Panobinostat,DB06603
RP11-127O4.3,Pravastatin,DB00175
RP11-128A17.1,Panobinostat,DB06603
RP11-129K20.2,Panobinostat,DB06603
RP11-130C19.3,Dexamethasone,DB01234
RP11-130L8.1,Dexamethasone,DB01234
RP11-132A1.3,Panobinostat,DB06603
RP11-132A1.4,Olaparib,DB09074
RP11-132N15.1,Panobinostat,DB06603
RP11-132N15.2,Panobinostat,DB06603
RP11-1334A24.4,Panobinostat,DB06603
RP11-134D3.2,Panobinostat,DB06603
RP11-134F2.2,Panobinostat,DB06603
RP11-134F2.2,Progesterone,DB00396
RP11-134G8.7,Panobinostat,DB06603
RP11-134G8.8,Panobinostat,DB06603
RP11-134G8.8,Cisplatin,DB00515
RP11-134J21.1,Panobinostat,DB06603
RP11-134K1.3,Panobinostat,DB06603
RP11-134N1.2,Panobinostat,DB06603
RP11-134O21.1,Panobinostat,DB06603
RP11-134O21.1,Pravastatin,DB00175
RP11-134P9.1,Panobinostat,DB06603
RP11-135A1.2,Panobinostat,DB06603
RP11-136K7.1,Panobinostat,DB06603
RP11-1379J22.2,Panobinostat,DB06603
RP11-138C24.1,Panobinostat,DB06603
RP11-138E9.2,Panobinostat,DB06603
RP11-138H8.2,Panobinostat,DB06603
RP11-138I1.2,Panobinostat,DB06603
RP11-138I1.3,Dexamethasone,DB01234
RP11-138I1.3,Ruxolitinib,DB08877
RP11-138I1.4,Panobinostat,DB06603
RP11-138I18.1,Dexamethasone,DB01234
RP11-1398P2.1,Panobinostat,DB06603
RP11-139J15.2,Panobinostat,DB06603
RP11-13A1.3,Panobinostat,DB06603
RP11-13E5.2,Panobinostat,DB06603
RP11-140A10.3,Panobinostat,DB06603
RP11-140I16.3,Dexamethasone,DB01234
RP11-141M1.1,Panobinostat,DB06603
RP11-142C4.6,Panobinostat,DB06603
RP11-1437A8.3,Panobinostat,DB06603
RP11-143J12.2,Panobinostat,DB06603
RP11-143K11.1,Panobinostat,DB06603
RP11-143M1.2,Panobinostat,DB06603
RP11-143M1.4,Panobinostat,DB06603
RP11-145F16.2,Panobinostat,DB06603
RP11-146G7.3,Panobinostat,DB06603
RP11-146G7.3,Panobinostat,DB06603
RP11-146N23.4,Panobinostat,DB06603
RP11-148B18.1,Panobinostat,DB06603
RP11-148G20.1,Panobinostat,DB06603
RP11-148I19.1,Panobinostat,DB06603
RP11-148L24.1,Panobinostat,DB06603
RP11-149I23.3,Panobinostat,DB06603
RP11-14C22.3,Panobinostat,DB06603
RP11-14N7.2,Panobinostat,DB06603
RP11-150O12.1,Panobinostat,DB06603
RP11-150O12.3,Panobinostat,DB06603
RP11-150O12.3,Panobinostat,DB06603
RP11-150O12.3,Oxaliplatin,DB00526
RP11-150O12.5,Panobinostat,DB06603
RP11-150O12.6,Panobinostat,DB06603
RP11-151D14.1,Panobinostat,DB06603
RP11-151E14.1,Panobinostat,DB06603
RP11-152F13.2,Panobinostat,DB06603
RP11-153F1.1,Panobinostat,DB06603
RP11-153K16.1,Panobinostat,DB06603
RP11-154F14.2,Panobinostat,DB06603
RP11-154J22.1,Panobinostat,DB06603
RP11-154J22.1,Dexamethasone,DB01234
RP11-155G14.5,Panobinostat,DB06603
RP11-156K13.1,Panobinostat,DB06603
RP11-156P1.3,Panobinostat,DB06603
RP11-157J24.2,Dexamethasone,DB01234
RP11-157P1.5,Panobinostat,DB06603
RP11-158H5.7,Oxaliplatin,DB00526
RP11-158I23.1,Panobinostat,DB06603
RP11-158J3.2,Panobinostat,DB06603
RP11-158M2.3,Panobinostat,DB06603
RP11-159D12.9,Panobinostat,DB06603
RP11-159F24.1,Panobinostat,DB06603
RP11-159F24.1,Panobinostat,DB06603
RP11-159F24.1,Pravastatin,DB00175
RP11-159H10.3,Panobinostat,DB06603
RP11-159N11.3,Panobinostat,DB06603
RP11-15B17.1,Panobinostat,DB06603
RP11-15B24.1,Panobinostat,DB06603
RP11-15I11.3,Panobinostat,DB06603
RP11-15I20.1,Dexamethasone,DB01234
RP11-15N24.4,Panobinostat,DB06603
RP11-160E2.16,Dexamethasone,DB01234
RP11-160E2.17,Panobinostat,DB06603
RP11-160E2.17,Dexamethasone,DB01234
RP11-160H12.2,Panobinostat,DB06603
RP11-160H12.2,Pravastatin,DB00175
RP11-160H22.3,Panobinostat,DB06603
RP11-160H22.5,Panobinostat,DB06603
RP11-160O5.1,Panobinostat,DB06603
RP11-160O5.1,Oxaliplatin,DB00526
RP11-161H23.11,Panobinostat,DB06603
RP11-161I6.2,Panobinostat,DB06603
RP11-162G10.5,Panobinostat,DB06603
RP11-163E9.2,Panobinostat,DB06603
RP11-164C12.2,Pravastatin,DB00175
RP11-164D18.2,Panobinostat,DB06603
RP11-165D7.3,Panobinostat,DB06603
RP11-165I9.4,Panobinostat,DB06603
RP11-165I9.8,Panobinostat,DB06603
RP11-165M1.3,Panobinostat,DB06603
RP11-166B2.3,Pravastatin,DB00175
RP11-166P13.3,Dexamethasone,DB01234
RP11-167J8.2,Panobinostat,DB06603
RP11-167J8.3,Panobinostat,DB06603
RP11-167N4.2,Panobinostat,DB06603
RP11-167P23.2,Panobinostat,DB06603
RP11-168E14.1,Panobinostat,DB06603
RP11-168E17.1,Pravastatin,DB00175
RP11-168G16.1,Panobinostat,DB06603
RP11-168K9.1,Panobinostat,DB06603
RP11-168O16.1,Panobinostat,DB06603
RP11-169D4.2,Panobinostat,DB06603
RP11-169K16.4,Panobinostat,DB06603
RP11-169O17.5,Pravastatin,DB00175
RP11-16C1.1,Panobinostat,DB06603
RP11-16E12.1,Panobinostat,DB06603
RP11-16L21.7,Panobinostat,DB06603
RP11-16O9.2,Dexamethasone,DB01234
RP11-170L3.8,Panobinostat,DB06603
RP11-171N4.1,Panobinostat,DB06603
RP11-172E9.2,Dexamethasone,DB01234
RP11-173C20.2,Panobinostat,DB06603
RP11-173P15.5,Pravastatin,DB00175
RP11-174G6.5,Panobinostat,DB06603
RP11-175D17.3,Panobinostat,DB06603
RP11-175I6.5,Panobinostat,DB06603
RP11-175K6.1,Panobinostat,DB06603
RP11-175P13.3,Panobinostat,DB06603
RP11-177F15.1,Panobinostat,DB06603
RP11-177H2.2,Panobinostat,DB06603
RP11-178L8.5,Panobinostat,DB06603
RP11-179B15.5,Panobinostat,DB06603
RP11-179H18.2,Panobinostat,DB06603
RP11-17J14.2,Panobinostat,DB06603
RP11-17L5.4,Panobinostat,DB06603
RP11-180I4.2,Dexamethasone,DB01234
RP11-180K7.1,Panobinostat,DB06603
RP11-180O5.2,Panobinostat,DB06603
RP11-180P8.3,Panobinostat,DB06603
RP11-180P8.3,Oxaliplatin,DB00526
RP11-181B11.1,Panobinostat,DB06603
RP11-181C3.2,Panobinostat,DB06603
RP11-182I10.3-002,5alpha-Hydroxytriptolide,
RP11-182J1.9,Panobinostat,DB06603
RP11-182J23.1,Panobinostat,DB06603
RP11-182L21.2,Panobinostat,DB06603
RP11-182L21.5,Oxaliplatin,DB00526
RP11-184I16.2,Panobinostat,DB06603
RP11-184M15.1,Dexamethasone,DB01234
RP11-185E8.1,Panobinostat,DB06603
RP11-186N15.3,Panobinostat,DB06603
RP11-187O7.3,Panobinostat,DB06603
RP11-188P20.3,Dexamethasone,DB01234
RP11-189E14.3,Panobinostat,DB06603
RP11-18F14.1,Panobinostat,DB06603
RP11-18F14.2,Panobinostat,DB06603
RP11-18H7.1,Panobinostat,DB06603
RP11-190A12.8,Dexamethasone,DB01234
RP11-190J1.3,Panobinostat,DB06603
RP11-191G24.1,Panobinostat,DB06603
RP11-191L9.4,Panobinostat,DB06603
RP11-192H23.6,Panobinostat,DB06603
RP11-192H23.8,Panobinostat,DB06603
RP11-195B3.1,Panobinostat,DB06603
RP11-195C7.1,Panobinostat,DB06603
RP11-195F19.9,Panobinostat,DB06603
RP11-195F19.9,Dexamethasone,DB01234
RP11-196E1.3,Panobinostat,DB06603
RP11-196G18.22,Panobinostat,DB06603
RP11-196G18.23,Panobinostat,DB06603
RP11-196G18.3,Panobinostat,DB06603
RP11-196H14.3,Panobinostat,DB06603
RP11-199F11.2,Panobinostat,DB06603
RP11-19P22.5,Panobinostat,DB06603
RP11-1C1.7,Panobinostat,DB06603
RP11-1E3.1,Panobinostat,DB06603
RP11-1L12.3,Panobinostat,DB06603
RP11-1O10.1,Panobinostat,DB06603
RP11-203F10.5,Panobinostat,DB06603
RP11-203H2.1,Panobinostat,DB06603
RP11-203M5.6,Dexamethasone,DB01234
RP11-203M5.8,Panobinostat,DB06603
RP11-204E4.3,Panobinostat,DB06603
RP11-204J18.2,Panobinostat,DB06603
RP11-204J18.3,Panobinostat,DB06603
RP11-205K6.1,Panobinostat,DB06603
RP11-206L10.11,Panobinostat,DB06603
RP11-206L10.2,Panobinostat,DB06603
RP11-206L10.6,Panobinostat,DB06603
RP11-206L10.7,Panobinostat,DB06603
RP11-206L10.9,Panobinostat,DB06603
RP11-209D14.2,Panobinostat,DB06603
RP11-209D14.2,Dexamethasone,DB01234
RP11-20B24.4,Panobinostat,DB06603
RP11-20F24.4,Panobinostat,DB06603
RP11-20G13.3,Panobinostat,DB06603
RP11-20I23.12,Panobinostat,DB06603
RP11-20I23.6,Panobinostat,DB06603
RP11-20I23.8,Panobinostat,DB06603
RP11-211G23.1,Panobinostat,DB06603
RP11-212I21.2,Panobinostat,DB06603
RP11-212I21.4-001,5alpha-Hydroxytriptolide,
RP11-213G21.2,Panobinostat,DB06603
RP11-213H15.1,Panobinostat,DB06603
RP11-213H15.3,Panobinostat,DB06603
RP11-214O1.1,Panobinostat,DB06603
RP11-214O1.2,Panobinostat,DB06603
RP11-214O1.2,Ruxolitinib,DB08877
RP11-214O1.3,Ruxolitinib,DB08877
RP11-215H22.1,Panobinostat,DB06603
RP11-215P8.3,Panobinostat,DB06603
RP11-216B9.8,Panobinostat,DB06603
RP11-217B1.2,Oxaliplatin,DB00526
RP11-217E13.1,Panobinostat,DB06603
RP11-218D6.4,Panobinostat,DB06603
RP11-218M11.3,Panobinostat,DB06603
RP11-218M11.5,Panobinostat,DB06603
RP11-218M22.1,Oxaliplatin,DB00526
RP11-219B17.1,Panobinostat,DB06603
RP11-219E7.3,Pravastatin,DB00175
RP11-219G10.3,Panobinostat,DB06603
RP11-219J21.1,Panobinostat,DB06603
RP11-21A7A.2,Panobinostat,DB06603
RP11-21A7A.4,Panobinostat,DB06603
RP11-21B21.4,Panobinostat,DB06603
RP11-21G15.1,Panobinostat,DB06603
RP11-21L23.3,Panobinostat,DB06603
RP11-21L23.4,Panobinostat,DB06603
RP11-21M7.1,Panobinostat,DB06603
RP11-220I1.1,Panobinostat,DB06603
RP11-222A11.1,Panobinostat,DB06603
RP11-223I10.1,Oxaliplatin,DB00526
RP11-225H22.4,Panobinostat,DB06603
RP11-226L15.4,Panobinostat,DB06603
RP11-226L15.5,Panobinostat,DB06603
RP11-228B15.4,Panobinostat,DB06603
RP11-229C3.2,Panobinostat,DB06603
RP11-229P13.15,Panobinostat,DB06603
RP11-229P13.21,Panobinostat,DB06603
RP11-22A3.2,Panobinostat,DB06603
RP11-22D3.2,Panobinostat,DB06603
RP11-22H5.2,Panobinostat,DB06603
RP11-231C18.2,Panobinostat,DB06603
RP11-231D20.2,Panobinostat,DB06603
RP11-231E19.1,Oxaliplatin,DB00526
RP11-231E4.2,Panobinostat,DB06603
RP11-231E4.3,Panobinostat,DB06603
RP11-231E4.4,Panobinostat,DB06603
RP11-231E6.1,Panobinostat,DB06603
RP11-231G15.1,Panobinostat,DB06603
RP11-231I13.2,Panobinostat,DB06603
RP11-231I16.1,Panobinostat,DB06603
RP11-232C2.3,Panobinostat,DB06603
RP11-235E17.4,Panobinostat,DB06603
RP11-236F9.2,Panobinostat,DB06603
RP11-23E19.2,Panobinostat,DB06603
RP11-23J18.1,Panobinostat,DB06603
RP11-23P13.4,Panobinostat,DB06603
RP11-23P13.6,Panobinostat,DB06603
RP11-23P13.6,Panobinostat,DB06603
RP11-240E19.1,Panobinostat,DB06603
RP11-240G22.5,Oxaliplatin,DB00526
RP11-243J16.7,Panobinostat,DB06603
RP11-243M5.1,Panobinostat,DB06603
RP11-243M5.1-001,5alpha-Hydroxytriptolide,
RP11-244F12.2,Panobinostat,DB06603
RP11-244K5.1,Panobinostat,DB06603
RP11-244M2.1,Oxaliplatin,DB00526
RP11-244O19.1,Panobinostat,DB06603
RP11-244O19.1,Dexamethasone,DB01234
RP11-245D16.4,Oxaliplatin,DB00526
RP11-245J24.1,Panobinostat,DB06603
RP11-245M24.1,Panobinostat,DB06603
RP11-247L20.4,Panobinostat,DB06603
RP11-249C24.3,Panobinostat,DB06603
RP11-24D15.1,Panobinostat,DB06603
RP11-24O6.2,Pravastatin,DB00175
RP11-250B2.3,Panobinostat,DB06603
RP11-250B2.6,Oxaliplatin,DB00526
RP11-251M1.1,Panobinostat,DB06603
RP11-252A24.3,Panobinostat,DB06603
RP11-252M21.6,Panobinostat,DB06603
RP11-252P19.1,Panobinostat,DB06603
RP11-253E3.3,Panobinostat,DB06603
RP11-253M7.1,Panobinostat,DB06603
RP11-254F19.2,Panobinostat,DB06603
RP11-254F7.2,Dexamethasone,DB01234
RP11-255C15.3,Panobinostat,DB06603
RP11-255G21.1,Panobinostat,DB06603
RP11-255M1.1,Panobinostat,DB06603
RP11-255M2.1,Panobinostat,DB06603
RP11-256I23.1,Dexamethasone,DB01234
RP11-256I23.2,Dexamethasone,DB01234
RP11-258C19.5,Panobinostat,DB06603
RP11-259G18.1,Panobinostat,DB06603
RP11-259O2.1,Panobinostat,DB06603
RP11-259O2.2,Panobinostat,DB06603
RP11-25C19.1,Panobinostat,DB06603
RP11-25E2.1,Panobinostat,DB06603
RP11-25I15.2,Panobinostat,DB06603
RP11-25I15.2,Panobinostat,DB06603
RP11-25K19.1,Panobinostat,DB06603
RP11-25K19.1,Berberine,DB04115
RP11-25L3.3,Panobinostat,DB06603
RP11-260A9.6,Panobinostat,DB06603
RP11-260M19.2,Panobinostat,DB06603
RP11-261C10.3,Panobinostat,DB06603
RP11-261C10.5,Panobinostat,DB06603
RP11-262H14.1,Panobinostat,DB06603
RP11-262H14.3,Panobinostat,DB06603
RP11-262H14.3,Panobinostat,DB06603
RP11-262K1.1,Panobinostat,DB06603
RP11-263K19.4,Panobinostat,DB06603
RP11-264F23.3,Panobinostat,DB06603
RP11-264F23.4,Panobinostat,DB06603
RP11-264L1.4,Cisplatin,DB00515
RP11-265N6.1,Panobinostat,DB06603
RP11-265N7.1,Dexamethasone,DB01234
RP11-265P11.1,Panobinostat,DB06603
RP11-266K22.2,Panobinostat,DB06603
RP11-267A15.1,Panobinostat,DB06603
RP11-267A15.1,Panobinostat,DB06603
RP11-267A15.3,Panobinostat,DB06603
RP11-267M23.4,Panobinostat,DB06603
RP11-268G13.1,Panobinostat,DB06603
RP11-269F21.1,Panobinostat,DB06603
RP11-26P13.2,Panobinostat,DB06603
RP11-270M14.5,Panobinostat,DB06603
RP11-271K11.5,Panobinostat,DB06603
RP11-271O3.1,Panobinostat,DB06603
RP11-272P10.2,Panobinostat,DB06603
RP11-273B20.3,Panobinostat,DB06603
RP11-273G15.2,Panobinostat,DB06603
RP11-274H2.2,Panobinostat,DB06603
RP11-274H2.3,Panobinostat,DB06603
RP11-274H2.5,Panobinostat,DB06603
RP11-276A18.2,Panobinostat,DB06603
RP11-276M12.1,Panobinostat,DB06603
RP11-276M12.1,Oxaliplatin,DB00526
RP11-277A4.4,Calycosin,
RP11-277A4.4,Calycosin,
RP11-277L2.2,Panobinostat,DB06603
RP11-277L2.2,Panobinostat,DB06603
RP11-277L2.5,Dexamethasone,DB01234
RP11-277P12.20,Panobinostat,DB06603
RP11-27I1.2,Panobinostat,DB06603
RP11-27I1.4,Panobinostat,DB06603
RP11-27P7.1,Panobinostat,DB06603
RP11-280K24.1,Panobinostat,DB06603
RP11-280O1.2,Panobinostat,DB06603
RP11-281N10.1,Panobinostat,DB06603
RP11-281O15.3,Panobinostat,DB06603
RP11-282K24.3,Oxaliplatin,DB00526
RP11-282O18.3,Panobinostat,DB06603
RP11-283C24.1,Panobinostat,DB06603
RP11-283I3.2,Panobinostat,DB06603
RP11-283I3.4,Panobinostat,DB06603
RP11-283I3.6,Panobinostat,DB06603
RP11-284F21.10,Oxaliplatin,DB00526
RP11-284F21.7,Oxaliplatin,DB00526
RP11-285B24.1,Panobinostat,DB06603
RP11-285E9.6,Pravastatin,DB00175
RP11-286E11.1,Panobinostat,DB06603
RP11-286E11.2,Panobinostat,DB06603
RP11-286H14.8,Panobinostat,DB06603
RP11-286N22.10,Panobinostat,DB06603
RP11-288G11.3,Panobinostat,DB06603
RP11-288L9.1,Panobinostat,DB06603
RP11-288L9.4,Oxaliplatin,DB00526
RP11-290L1.5,Panobinostat,DB06603
RP11-292D4.3,Panobinostat,DB06603
RP11-292F22.7,Panobinostat,DB06603
RP11-292F9.2,Panobinostat,DB06603
RP11-293A21.1,Panobinostat,DB06603
RP11-293E1.2,Panobinostat,DB06603
RP11-293M10.2,Panobinostat,DB06603
RP11-293M10.5,Panobinostat,DB06603
RP11-295G20.2,Oxaliplatin,DB00526
RP11-295M18.6,Dexamethasone,DB01234
RP11-295M3.2,Panobinostat,DB06603
RP11-296A18.6,Panobinostat,DB06603
RP11-296A18.7,Panobinostat,DB06603
RP11-296E23.2,Dexamethasone,DB01234
RP11-297A16.2,Panobinostat,DB06603
RP11-297D21.2,Panobinostat,DB06603
RP11-297D21.3,Panobinostat,DB06603
RP11-298D21.2,Panobinostat,DB06603
RP11-298E9.3,Panobinostat,DB06603
RP11-298H24.1,Panobinostat,DB06603
RP11-298O21.5,Panobinostat,DB06603
RP11-298O21.6,Panobinostat,DB06603
RP11-299G20.3,Panobinostat,DB06603
RP11-299H21.1,Dexamethasone,DB01234
RP11-29A1.3,Panobinostat,DB06603
RP11-29B9.1,Panobinostat,DB06603
RP11-29G8.3,Oxaliplatin,DB00526
RP11-29H23.4,Panobinostat,DB06603
RP11-2C15.1,Panobinostat,DB06603
RP11-2E11.10,Dexamethasone,DB01234
RP11-2E11.9,Beta-Elemene,
RP11-2I17.4,Panobinostat,DB06603
RP11-300J18.2,Panobinostat,DB06603
RP11-301H24.4,Panobinostat,DB06603
RP11-301J16.7,Panobinostat,DB06603
RP11-303E16.6,Panobinostat,DB06603
RP11-304F15.6,Panobinostat,DB06603
RP11-304L19.1,Panobinostat,DB06603
RP11-304L19.12,Panobinostat,DB06603
RP11-304L19.5,Panobinostat,DB06603
RP11-305E17.6,Panobinostat,DB06603
RP11-305E6.4,Oxaliplatin,DB00526
RP11-305N23.1,Panobinostat,DB06603
RP11-305P14.1,Panobinostat,DB06603
RP11-307C19.1,Panobinostat,DB06603
RP11-307C19.2,Panobinostat,DB06603
RP11-307C19.3,Panobinostat,DB06603
RP11-308B16.1,Panobinostat,DB06603
RP11-308D16.4,Panobinostat,DB06603
RP11-309M23.1,Panobinostat,DB06603
RP11-30L4.5,Panobinostat,DB06603
RP11-30P6.6,Panobinostat,DB06603
RP11-30P6.6,Oxaliplatin,DB00526
RP11-310E22.5,Panobinostat,DB06603
RP11-312B8.1,Panobinostat,DB06603
RP11-313C15.1,Panobinostat,DB06603
RP11-313D6.3,Ruxolitinib,DB08877
RP11-313F23.4,Panobinostat,DB06603
RP11-313F23.4,Dexamethasone,DB01234
RP11-314A20.2,Panobinostat,DB06603
RP11-314A20.5,Panobinostat,DB06603
RP11-314C16.1,Panobinostat,DB06603
RP11-314O13.1,Panobinostat,DB06603
RP11-315A17.1,Ruxolitinib,DB08877
RP11-315D16.4,Panobinostat,DB06603
RP11-315H15.3,Panobinostat,DB06603
RP11-315I20.1,Panobinostat,DB06603
RP11-315J22.5,Panobinostat,DB06603
RP11-315O6.1,Dexamethasone,DB01234
RP11-316M1.12,Panobinostat,DB06603
RP11-317J10.2,Panobinostat,DB06603
RP11-317P15.5,Panobinostat,DB06603
RP11-318A15.2,Panobinostat,DB06603
RP11-318C2.1,Panobinostat,DB06603
RP11-318M2.3,Panobinostat,DB06603
RP11-319G6.1,Panobinostat,DB06603
RP11-319G6.3,Panobinostat,DB06603
RP11-319G9.3,Panobinostat,DB06603
RP11-319I23.2,Panobinostat,DB06603
RP11-31F15.1,Panobinostat,DB06603
RP11-320N7.2,Panobinostat,DB06603
RP11-320P7.1,Panobinostat,DB06603
RP11-321E2.3,Panobinostat,DB06603
RP11-321E2.4,Panobinostat,DB06603
RP11-321E2.4,Panobinostat,DB06603
RP11-321G12.1,Panobinostat,DB06603
RP11-321M21.1,Panobinostat,DB06603
RP11-322I2.1,Panobinostat,DB06603
RP11-322I2.1,Dexamethasone,DB01234
RP11-322M19.1,Panobinostat,DB06603
RP11-323I1.1,Panobinostat,DB06603
RP11-324I22.2,Panobinostat,DB06603
RP11-325F22.2,Panobinostat,DB06603
RP11-325F22.4,Panobinostat,DB06603
RP11-325F22.5,Panobinostat,DB06603
RP11-325I22.2,Panobinostat,DB06603
RP11-326A13.1,Panobinostat,DB06603
RP11-326A19.3,Panobinostat,DB06603
RP11-326A19.4,Panobinostat,DB06603
RP11-326C3.11,Panobinostat,DB06603
RP11-326C3.7,Panobinostat,DB06603
RP11-326F20.5-002,5alpha-Hydroxytriptolide,
RP11-327F22.6-001,5alpha-Hydroxytriptolide,
RP11-327I22.4,Panobinostat,DB06603
RP11-327I22.6,Panobinostat,DB06603
RP11-327J17.2,Panobinostat,DB06603
RP11-327J17.3,Panobinostat,DB06603
RP11-327J17.3,Panobinostat,DB06603
RP11-328C8.5,Panobinostat,DB06603
RP11-328K4.1,Panobinostat,DB06603
RP11-328M4.2,Panobinostat,DB06603
RP11-328N19.1,Panobinostat,DB06603
RP11-329B9.3,Dexamethasone,DB01234
RP11-329B9.4,Dexamethasone,DB01234
RP11-329B9.5,Dexamethasone,DB01234
RP11-329J18.2,Panobinostat,DB06603
RP11-329L6.1,Panobinostat,DB06603
RP11-32B5.7,Panobinostat,DB06603
RP11-32F11.2,Panobinostat,DB06603
RP11-32K4.1,Panobinostat,DB06603
RP11-331F4.4,Panobinostat,DB06603
RP11-331F4.5,Oxaliplatin,DB00526
RP11-332E3.2,Panobinostat,DB06603
RP11-332H17.1,Panobinostat,DB06603
RP11-334A14.8,Panobinostat,DB06603
RP11-334C17.5,Panobinostat,DB06603
RP11-334J6.6,Panobinostat,DB06603
RP11-334J6.6,Dexamethasone,DB01234
RP11-335E6.3,Panobinostat,DB06603
RP11-335O4.1,Panobinostat,DB06603
RP11-335O4.3,Panobinostat,DB06603
RP11-336A10.5,Panobinostat,DB06603
RP11-337A23.6,Panobinostat,DB06603
RP11-338L22.3,Panobinostat,DB06603
RP11-339D23.1,Panobinostat,DB06603
RP11-33B1.1,Panobinostat,DB06603
RP11-33B1.3,Panobinostat,DB06603
RP11-33N16.2,Panobinostat,DB06603
RP11-340I6.8,Panobinostat,DB06603
RP11-341N2.1,Panobinostat,DB06603
RP11-342D14.1,Panobinostat,DB06603
RP11-343H5.6,Panobinostat,DB06603
RP11-343J3.2,Panobinostat,DB06603
RP11-343L5.2,Oxaliplatin,DB00526
RP11-343P9.1,Panobinostat,DB06603
